Response_ID,Survey_Date,Age_Group,Gender,City_Tier,Location,Annual_Income,Occupation,Purchase_Frequency,Annual_Luxury_Spending,Brand_Loyalty_Score,Interest_Handbags,Interest_Watches,Interest_Jewelry,Interest_Fashion,Interest_Shoes,Interest_Cosmetics,Interest_Fragrances,Total_Categories_Interest,Urgency_Frequency,Online_Shopping_Pct,Gratification_Score,WTP_1Hour_Premium,WTP_Percentage,Service_Interest_Score,Likelihood_to_Use,Predicted_Premium_Spend,Customer_Segment
R0613,2025-10-31,25-34,Male,Tier 2 (Large City),Miami,$200K-$300K,Entrepreneur,Yearly,$30K-$50K,7,0,1,1,0,0,0,0,2,Every 2-3mo,64,7,49,4.9,4,Possibly,49,Aspirational
R0614,2025-11-14,35-44,Female,Tier 3 (Mid-size City),Geneva,Under $75K,Consulting,Every 2-3mo,<$5K,6,1,0,0,0,1,1,1,4,2-4x/year,20,7,22,2.2,2,Unlikely,132,Digital-First
R0615,2025-11-08,25-34,Female,Tier 1 (Metro),New York,$75K-$125K,Tech,2-4x/year,<$5K,6,1,0,0,0,0,0,0,1,Every 2-3mo,59,5,45,4.5,6,Likely,135,Gifter
R0616,2025-10-18,35-44,Female,Tier 1 (Metro),Dubai,$1M+,Finance,2-3x/month,$50K-$100K,7,0,0,0,0,0,1,1,2,Every 2-3mo,43,4,74,7.4,6,Likely,2220,Affluent Pro
R0617,2025-10-17,45-54,Female,Tier 2 (Large City),Miami,$200K-$300K,Luxury Retail,Monthly,$5K-$15K,6,1,1,1,1,0,1,0,5,2-4x/year,46,6,33,3.3,3,Unlikely,396,Aspirational
R0618,2025-10-31,45-54,Female,Tier 3 (Mid-size City),San Francisco,Under $75K,Tech,Rarely,<$5K,4,1,0,1,0,0,0,1,3,2-4x/year,28,3,1,0.1,1,Unlikely,0,Gifter
R0619,2025-11-02,35-44,Male,Tier 2 (Large City),Miami,$200K-$300K,Healthcare,Every 2-3mo,$15K-$30K,4,1,0,0,0,0,0,1,2,2-4x/year,33,4,54,5.4,6,Likely,324,Aspirational
R0620,2025-10-16,35-44,Male,Tier 1 (Metro),London,$500K-$1M,Tech,Weekly,$50K-$100K,6,1,0,0,1,0,0,1,3,Every 2-3mo,33,6,96,9.6,8,Definitely,4992,Affluent Pro
R0621,2025-10-28,45-54,Female,Tier 1 (Metro),Dubai,$125K-$200K,Healthcare,Monthly,$15K-$30K,5,1,0,1,1,0,0,0,3,Every 2-3mo,41,4,44,4.4,4,Possibly,528,Digital-First
R0622,2025-11-14,25-34,Female,Tier 1 (Metro),London,$75K-$125K,Healthcare,2-3x/month,$5K-$15K,4,0,1,0,1,0,1,1,4,2-4x/year,74,2,30,3.0,6,Likely,900,Digital-First
R0623,2025-10-24,55-64,Female,Tier 1 (Metro),Dubai,$300K-$500K,Media,Rarely,$30K-$50K,5,0,0,0,0,0,0,1,1,Yearly,29,6,50,5.0,5,Likely,25,Affluent Pro
R0624,2025-11-05,55-64,Female,Tier 3 (Mid-size City),San Francisco,Under $75K,Finance,2-4x/year,<$5K,4,1,1,1,1,1,0,1,6,Every 2-3mo,49,2,22,2.2,1,Unlikely,66,Gifter
R0625,2025-10-21,25-34,Female,Tier 2 (Large City),Sydney,$125K-$200K,Luxury Retail,2-4x/year,$15K-$30K,6,1,1,0,1,1,0,0,4,Every 2-3mo,40,7,36,3.6,5,Likely,108,Gifter
R0626,2025-11-11,18-24,Other,Tier 3 (Mid-size City),Geneva,$75K-$125K,Healthcare,Monthly,<$5K,7,1,1,0,0,0,1,0,3,2-4x/year,58,5,21,2.1,1,Unlikely,252,Digital-First
R0627,2025-10-23,35-44,Male,Tier 1 (Metro),Los Angeles,$500K-$1M,Media,Every 2-3mo,$30K-$50K,6,0,1,0,0,1,1,0,3,Monthly,40,4,80,8.0,7,Very Likely,480,Affluent Pro
R0628,2025-10-22,45-54,Female,Tier 1 (Metro),New York,Under $75K,Tech,2-4x/year,<$5K,3,1,0,0,0,0,1,0,2,Every 2-3mo,28,4,50,5.0,5,Likely,150,Gifter
R0629,2025-10-30,55-64,Female,Tier 1 (Metro),Los Angeles,$125K-$200K,Media,2-3x/month,<$5K,7,1,0,0,0,0,1,1,3,Multiple/mo,47,3,53,5.3,4,Possibly,1590,Digital-First
R0630,2025-11-02,45-54,Male,Tier 2 (Large City),Miami,$125K-$200K,Consulting,Monthly,$5K-$15K,6,1,0,1,0,1,0,0,3,Every 2-3mo,42,5,53,5.3,7,Very Likely,636,Digital-First
R0631,2025-11-11,25-34,Male,Tier 2 (Large City),Chicago,$500K-$1M,Media,Weekly,$30K-$50K,6,1,1,0,1,0,0,1,4,2-4x/year,68,4,66,6.6,8,Definitely,3432,Affluent Pro
R0632,2025-11-11,45-54,Female,Tier 1 (Metro),New York,$75K-$125K,Entrepreneur,Monthly,$5K-$15K,6,0,1,1,0,1,1,1,5,Monthly,26,5,74,7.4,6,Likely,888,Digital-First
R0633,2025-11-10,55-64,Female,Tier 1 (Metro),Dubai,$500K-$1M,Legal,2-3x/month,$50K-$100K,9,0,1,0,0,0,0,0,1,Monthly,44,4,118,11.8,9,Definitely,3540,Affluent Pro
R0634,2025-11-05,25-34,Female,Tier 2 (Large City),Miami,$125K-$200K,Real Estate,2-3x/month,$15K-$30K,5,1,0,0,1,1,1,0,4,2-4x/year,63,6,19,1.9,2,Unlikely,570,Digital-First
R0635,2025-10-22,25-34,Female,Tier 1 (Metro),Singapore,$75K-$125K,Consulting,Monthly,<$5K,4,1,0,1,0,0,0,0,2,Rarely,88,1,59,5.9,7,Very Likely,708,Digital-First
R0636,2025-10-16,25-34,Male,Tier 1 (Metro),Hong Kong,$75K-$125K,Tech,Rarely,<$5K,6,0,1,1,1,0,0,0,3,Monthly,77,4,45,4.5,5,Likely,22,Gifter
R0637,2025-11-11,35-44,Female,Tier 1 (Metro),Los Angeles,$200K-$300K,Finance,Every 2-3mo,$30K-$50K,7,1,0,0,0,1,1,0,3,Every 2-3mo,45,2,70,7.0,6,Likely,420,Aspirational
R0638,2025-11-01,25-34,Female,Tier 1 (Metro),Hong Kong,$125K-$200K,Finance,Rarely,$5K-$15K,7,1,1,0,0,1,0,1,4,2-4x/year,64,3,37,3.7,7,Very Likely,18,Gifter
R0639,2025-11-11,35-44,Male,Tier 2 (Large City),Miami,$125K-$200K,Finance,Every 2-3mo,$15K-$30K,8,0,1,0,0,0,1,1,3,Monthly,30,6,50,5.0,6,Likely,300,Digital-First
R0640,2025-10-22,35-44,Female,Tier 2 (Large City),Miami,$300K-$500K,Finance,2-3x/month,$15K-$30K,6,0,1,0,1,1,0,1,4,Every 2-3mo,60,6,77,7.7,4,Possibly,2310,Aspirational
R0641,2025-10-22,18-24,Other,Tier 2 (Large City),Sydney,$500K-$1M,Tech,Monthly,$100K-$250K,6,0,0,1,1,0,0,0,2,Multiple/mo,75,9,133,13.3,7,Very Likely,1596,Ultra-HNW
R0642,2025-10-18,35-44,Female,Tier 2 (Large City),Toronto,$75K-$125K,Tech,Every 2-3mo,$5K-$15K,3,0,0,1,1,0,1,0,3,Every 2-3mo,37,3,63,6.3,6,Likely,378,Digital-First
R0643,2025-11-07,55-64,Other,Tier 2 (Large City),Toronto,$125K-$200K,Legal,Weekly,<$5K,4,0,0,1,1,0,0,1,3,Yearly,62,4,35,3.5,5,Likely,1820,Digital-First
R0644,2025-10-30,25-34,Male,Tier 2 (Large City),Toronto,$200K-$300K,Healthcare,Yearly,$15K-$30K,7,0,0,0,0,1,0,1,2,Monthly,83,6,79,7.9,6,Likely,79,Aspirational
R0645,2025-11-02,25-34,Male,Tier 2 (Large City),Chicago,$500K-$1M,Tech,Monthly,$50K-$100K,7,0,0,0,0,0,1,1,2,Yearly,73,10,92,9.2,4,Possibly,1104,Affluent Pro
R0646,2025-10-24,45-54,Male,Tier 2 (Large City),Miami,$75K-$125K,Tech,Every 2-3mo,$5K-$15K,6,1,1,0,0,1,0,1,4,Every 2-3mo,43,1,36,3.6,5,Likely,216,Digital-First
R0647,2025-10-20,25-34,Male,Tier 1 (Metro),Hong Kong,$200K-$300K,Legal,2-4x/year,$30K-$50K,5,1,0,1,1,1,0,0,4,Rarely,70,6,64,6.4,4,Possibly,192,Aspirational
R0648,2025-11-08,25-34,Male,Tier 1 (Metro),New York,$500K-$1M,Entrepreneur,Every 2-3mo,$50K-$100K,5,0,1,0,1,1,1,0,4,Rarely,45,6,66,6.6,6,Likely,396,Affluent Pro
R0649,2025-11-02,45-54,Male,Tier 1 (Metro),New York,$200K-$300K,Legal,Every 2-3mo,$30K-$50K,7,0,1,0,0,0,0,0,1,Yearly,61,6,61,6.1,7,Very Likely,366,Aspirational
R0650,2025-11-02,55-64,Female,Tier 1 (Metro),New York,$75K-$125K,Real Estate,2-4x/year,<$5K,5,1,0,0,0,0,1,1,3,Multiple/mo,46,9,91,9.1,7,Very Likely,273,Gifter
R0651,2025-10-21,65+,Male,Tier 2 (Large City),Chicago,$125K-$200K,Finance,Yearly,$5K-$15K,5,1,1,0,1,0,1,0,4,Every 2-3mo,20,5,24,2.4,4,Possibly,24,Gifter
R0652,2025-10-28,35-44,Female,Tier 1 (Metro),Hong Kong,$125K-$200K,Finance,Every 2-3mo,$5K-$15K,9,1,1,0,0,1,0,0,3,Every 2-3mo,38,8,50,5.0,9,Definitely,300,Digital-First
R0653,2025-10-17,55-64,Male,Tier 2 (Large City),Miami,$125K-$200K,Healthcare,Yearly,$15K-$30K,5,0,1,1,0,0,0,0,2,2-4x/year,41,3,17,1.7,3,Unlikely,17,Gifter
R0654,2025-11-10,55-64,Female,Tier 1 (Metro),New York,$200K-$300K,Finance,Every 2-3mo,$15K-$30K,6,1,1,0,1,1,0,0,4,Every 2-3mo,46,4,56,5.6,6,Likely,335,Aspirational
R0655,2025-11-06,35-44,Female,Tier 2 (Large City),Sydney,$75K-$125K,Real Estate,Every 2-3mo,<$5K,5,1,0,0,0,1,1,1,4,2-4x/year,67,4,32,3.2,5,Likely,192,Digital-First
R0656,2025-10-25,55-64,Male,Tier 1 (Metro),Dubai,$125K-$200K,Finance,2-4x/year,$15K-$30K,7,0,0,1,0,1,1,0,3,Every 2-3mo,80,5,77,7.7,6,Likely,231,Gifter
R0657,2025-10-16,35-44,Other,Tier 1 (Metro),New York,$300K-$500K,Legal,Monthly,$15K-$30K,7,0,1,0,0,1,0,0,2,Yearly,41,6,46,4.6,3,Unlikely,552,Aspirational
R0658,2025-11-14,35-44,Female,Tier 1 (Metro),Hong Kong,$500K-$1M,Entrepreneur,Monthly,$50K-$100K,10,1,1,0,1,0,1,0,4,2-4x/year,29,8,83,8.3,8,Definitely,996,Affluent Pro
R0659,2025-11-07,25-34,Male,Tier 1 (Metro),Singapore,$75K-$125K,Real Estate,Rarely,<$5K,5,0,1,0,0,0,0,0,1,2-4x/year,56,5,31,3.1,3,Unlikely,15,Gifter
R0660,2025-10-27,25-34,Male,Tier 1 (Metro),New York,$300K-$500K,Entrepreneur,2-4x/year,$30K-$50K,6,0,1,0,1,0,0,1,3,Every 2-3mo,76,4,67,6.7,7,Very Likely,201,Affluent Pro
R0661,2025-11-07,35-44,Female,Tier 1 (Metro),New York,$75K-$125K,Real Estate,Every 2-3mo,<$5K,4,1,0,1,1,1,0,0,4,2-4x/year,53,6,46,4.6,7,Very Likely,276,Digital-First
R0662,2025-11-14,45-54,Female,Tier 2 (Large City),Miami,$125K-$200K,Tech,2-4x/year,$5K-$15K,6,1,0,0,1,1,1,0,4,Every 2-3mo,43,1,17,1.7,2,Unlikely,51,Gifter
R0663,2025-10-27,45-54,Female,Tier 1 (Metro),Los Angeles,$500K-$1M,Tech,Monthly,$100K-$250K,7,1,0,0,1,0,1,0,3,Monthly,34,8,114,11.4,7,Very Likely,1368,Ultra-HNW
R0664,2025-11-09,25-34,Male,Tier 2 (Large City),Toronto,$75K-$125K,Tech,Monthly,$5K-$15K,6,1,0,1,0,0,1,0,3,2-4x/year,43,5,38,3.8,5,Likely,456,Digital-First
R0665,2025-11-02,35-44,Male,Tier 2 (Large City),Chicago,$200K-$300K,Other,Every 2-3mo,$5K-$15K,8,1,1,1,0,0,0,0,3,Rarely,21,5,64,6.4,8,Definitely,384,Aspirational
R0666,2025-10-29,45-54,Female,Tier 1 (Metro),London,$200K-$300K,Healthcare,Every 2-3mo,$30K-$50K,5,0,0,0,0,0,1,1,2,Monthly,52,6,48,4.8,5,Likely,288,Aspirational
R0667,2025-10-24,55-64,Male,Tier 1 (Metro),Hong Kong,$1M+,Legal,Monthly,$250K+,9,0,0,1,1,0,0,0,2,Yearly,10,6,109,10.9,10,Definitely,1308,Ultra-HNW
R0668,2025-11-14,55-64,Female,Tier 2 (Large City),Chicago,$125K-$200K,Tech,2-4x/year,$15K-$30K,5,1,0,1,0,1,0,1,4,Monthly,64,5,22,2.2,3,Unlikely,66,Gifter
R0669,2025-10-20,35-44,Female,Tier 2 (Large City),Sydney,$200K-$300K,Finance,2-3x/month,$30K-$50K,7,1,0,0,1,0,1,1,4,Every 2-3mo,23,3,27,2.7,3,Unlikely,810,Aspirational
R0670,2025-10-30,55-64,Male,Tier 3 (Mid-size City),Geneva,$125K-$200K,Entrepreneur,2-4x/year,<$5K,4,0,1,0,0,0,0,0,1,2-4x/year,36,2,30,3.0,5,Likely,90,Gifter
R0671,2025-10-18,65+,Female,Tier 1 (Metro),London,$200K-$300K,Media,Monthly,$15K-$30K,9,1,0,0,1,1,1,1,5,Every 2-3mo,45,3,81,8.1,7,Very Likely,972,Aspirational
R0672,2025-10-17,45-54,Female,Tier 2 (Large City),Sydney,$125K-$200K,Finance,Yearly,<$5K,6,0,1,0,1,1,0,0,3,Monthly,39,8,46,4.6,5,Likely,46,Gifter
R0673,2025-11-03,55-64,Male,Tier 1 (Metro),Singapore,Under $75K,Tech,Yearly,<$5K,6,1,1,1,0,1,0,0,4,Yearly,17,6,17,1.7,3,Unlikely,17,Gifter
R0674,2025-10-31,45-54,Female,Tier 3 (Mid-size City),Geneva,$75K-$125K,Legal,2-3x/month,<$5K,2,1,1,0,1,0,1,0,4,Monthly,38,6,43,4.3,7,Very Likely,1290,Digital-First
R0675,2025-10-27,65+,Female,Tier 2 (Large City),Sydney,$1M+,Finance,Monthly,$100K-$250K,4,1,0,0,1,0,1,1,4,2-4x/year,19,3,91,9.1,4,Possibly,1092,Ultra-HNW
R0676,2025-10-16,25-34,Male,Tier 2 (Large City),Toronto,$500K-$1M,Real Estate,Every 2-3mo,$30K-$50K,8,0,0,0,1,0,0,0,1,Monthly,58,5,116,11.6,6,Likely,696,Affluent Pro
R0677,2025-10-23,35-44,Female,Tier 1 (Metro),London,$500K-$1M,Real Estate,2-4x/year,$30K-$50K,10,1,0,0,0,1,0,0,2,Monthly,26,5,110,11.0,8,Definitely,330,Affluent Pro
R0678,2025-11-05,25-34,Male,Tier 2 (Large City),Chicago,$1M+,Entrepreneur,Monthly,$250K+,8,1,1,1,0,0,0,0,3,Every 2-3mo,47,6,66,6.6,8,Definitely,792,Ultra-HNW
R0679,2025-10-26,45-54,Female,Tier 1 (Metro),New York,$200K-$300K,Real Estate,2-4x/year,$15K-$30K,8,1,0,0,1,0,1,1,4,2-4x/year,51,6,74,7.4,7,Very Likely,222,Aspirational
R0680,2025-11-06,45-54,Male,Tier 2 (Large City),Sydney,Under $75K,Consulting,2-4x/year,<$5K,3,1,1,0,1,1,1,0,5,2-4x/year,53,4,32,3.2,6,Likely,96,Gifter
R0681,2025-11-12,25-34,Female,Tier 3 (Mid-size City),San Francisco,$75K-$125K,Media,2-4x/year,<$5K,4,1,1,0,0,0,1,1,4,Every 2-3mo,65,6,19,1.9,1,Unlikely,57,Gifter
R0682,2025-11-12,25-34,Female,Tier 1 (Metro),London,$125K-$200K,Legal,2-4x/year,$5K-$15K,5,1,1,1,0,0,0,1,4,Every 2-3mo,48,6,61,6.1,7,Very Likely,183,Gifter
R0683,2025-10-24,35-44,Male,Tier 3 (Mid-size City),Geneva,$200K-$300K,Consulting,2-3x/month,$15K-$30K,5,1,1,0,1,0,0,1,4,2-4x/year,26,4,60,6.0,8,Definitely,1800,Aspirational
R0684,2025-11-14,18-24,Male,Tier 1 (Metro),London,$300K-$500K,Finance,2-3x/month,$30K-$50K,4,1,0,0,0,0,0,1,2,2-4x/year,65,4,48,4.8,6,Likely,1440,Affluent Pro
R0685,2025-10-21,35-44,Female,Tier 2 (Large City),Miami,$125K-$200K,Healthcare,2-4x/year,$5K-$15K,8,1,0,0,1,0,1,0,3,Yearly,42,6,8,0.8,6,Likely,24,Gifter
R0686,2025-11-08,25-34,Female,Tier 2 (Large City),Chicago,$125K-$200K,Finance,Every 2-3mo,$5K-$15K,8,1,0,0,1,1,1,1,5,Every 2-3mo,68,3,40,4.0,9,Very Likely,240,Digital-First
R0687,2025-10-26,35-44,Male,Tier 1 (Metro),New York,$500K-$1M,Entrepreneur,2-3x/month,$30K-$50K,8,1,0,1,1,1,1,0,5,Every 2-3mo,39,6,93,9.3,9,Definitely,2790,Affluent Pro
R0688,2025-10-26,25-34,Male,Tier 2 (Large City),Toronto,$125K-$200K,Legal,2-4x/year,$15K-$30K,6,0,0,0,0,0,0,0,0,Every 2-3mo,55,9,52,5.2,7,Very Likely,156,Gifter
R0689,2025-10-24,18-24,Female,Tier 1 (Metro),New York,$200K-$300K,Luxury Retail,Every 2-3mo,$30K-$50K,7,1,0,0,0,0,0,1,2,Monthly,57,4,83,8.3,5,Likely,498,Aspirational
R0690,2025-11-14,25-34,Female,Tier 2 (Large City),Miami,$200K-$300K,Tech,Rarely,$15K-$30K,8,1,1,0,0,1,0,0,3,2-4x/year,64,6,17,1.7,6,Likely,8,Aspirational
R0691,2025-11-08,45-54,Male,Tier 2 (Large City),Chicago,Under $75K,Luxury Retail,Every 2-3mo,<$5K,5,1,1,0,1,0,0,0,3,Monthly,49,5,39,3.9,6,Likely,234,Digital-First
R0692,2025-11-12,45-54,Male,Tier 1 (Metro),London,$125K-$200K,Legal,2-4x/year,<$5K,8,1,1,1,0,1,0,0,4,Every 2-3mo,16,3,31,3.1,5,Likely,93,Gifter
R0693,2025-10-28,35-44,Male,Tier 2 (Large City),Sydney,Under $75K,Finance,Rarely,<$5K,8,0,1,0,0,0,0,1,2,Yearly,42,4,19,1.9,3,Unlikely,9,Gifter
R0694,2025-11-07,45-54,Male,Tier 2 (Large City),Sydney,$200K-$300K,Entrepreneur,2-4x/year,$30K-$50K,5,1,0,0,0,0,0,0,1,Yearly,66,2,5,0.5,3,Unlikely,15,Aspirational
R0695,2025-11-07,55-64,Female,Tier 1 (Metro),Singapore,$125K-$200K,Entrepreneur,2-4x/year,$15K-$30K,4,0,1,0,1,0,1,1,4,Every 2-3mo,50,5,74,7.4,6,Likely,222,Gifter
R0696,2025-10-30,25-34,Male,Tier 1 (Metro),Singapore,$200K-$300K,Tech,Monthly,$30K-$50K,7,0,1,1,0,1,1,0,4,Yearly,56,6,45,4.5,6,Likely,540,Aspirational
R0697,2025-10-21,45-54,Male,Tier 2 (Large City),Chicago,$125K-$200K,Media,2-4x/year,$5K-$15K,4,1,1,1,1,1,0,1,6,Rarely,79,2,20,2.0,4,Possibly,60,Gifter
R0698,2025-11-09,25-34,Female,Tier 2 (Large City),Sydney,$300K-$500K,Tech,Monthly,$50K-$100K,6,0,0,0,0,0,0,0,0,Monthly,70,10,97,9.7,7,Very Likely,1163,Affluent Pro
R0699,2025-10-25,35-44,Female,Tier 1 (Metro),Los Angeles,$75K-$125K,Healthcare,Monthly,<$5K,7,0,1,1,0,0,1,0,3,Every 2-3mo,53,7,43,4.3,5,Likely,516,Digital-First
R0700,2025-11-04,35-44,Female,Tier 1 (Metro),Singapore,$200K-$300K,Consulting,Every 2-3mo,$5K-$15K,6,1,1,0,0,0,1,0,3,2-4x/year,17,5,41,4.1,6,Likely,245,Aspirational
